Isolepis nodosa
Juncus floribundus
Thyrsanthema chilensis
Polystichum chilense
Chloraea philippii
Escallonia alpina
Calandrinia polycarpoides
Calamagrostis hackelii
Grausa sagittata
Nolana pulchella
Triptilion chilense
Populus nigra
Senecio rosmarinus
Apium ammi
Erigeron australis
Urtica bracteata
Islaya iquiquensis
Hexaptera jussiaei
Azorella incisa var. antillanca
Calandrinia prostrata
Eritrichium longisetum
Zephyra cyanocrocus
Deyeuxia nemoralis
Pectocarya linearis
Triteleia sessilis
Ribes collinum
Poa koelerioides
Sisyrinchium junceum
Tillandsia landbeckii
Calamagrostis velutina
Diplopappus chrysanthemifolius
Rubus praecox
Leucheria tomentosa
Centaurea chilensis var. breviloba
Helogyne apaloidea
Calceolaria ascendens subsp. glandulifera
Trisetum berteroanum
Nicotiana philippii
Unxia anthemidifolia
Senecio cerberoanus
Menonvillea spathulata
Frankenia salina
Poa vaginifolia
Relbunium hypocarpium
Jarava caudata
Alstroemeria stenopetala
Arjona tuberosa var. lanata
Oxychloë brevifolia
Calamagrostis chrysostachya
Patagonium longisetum var. landbeckii
Schkuhria abrotanoides var. isopappa
Cardamine strictula
Peperomia margaritifera var. umbraticola
Boopis  filifolia
Lophozonia alpina
Oxalis debilis
Deschampsia latifolia
Valeriana fonckii
Brachyris gayana
Tupa feuillei var. macrophylla
Malesherbia lirana var. subglabrifolia
Calandrinia densa
Sorema lanceolata
Hippeastrum ananuca
Jobaphes virgatus var. calvus
Drimys winteri var. confertifolia
Oxybasis urbica
Tripleurospermum inodorum
Ornithogalum biflorum var. chloroleucum
Senecio palenae
Oxalis ornithopus
Chrysocoryne incrassata
Urtica echinata
Triodanis perfoliata var. biflora
Brachyclados involutus
Alstroemeria flos-martinii
Tropaeolum linearifolium
Calceolaria bipartita
Apalus anthemifolius
Piptochaetium stipoides
Aspidium coriaceum
Plantago coelorhiza
Senecio remyanus
Menonvillea nordenskjoeldii
Bromidium anomalum
Verbena cumingii
Chaetospora laxa
Copiapoa echinata
Robinsonia corrugata
Carex setifolia
Chorizanthe kingii
Cristaria bipinnata
Baccharis racemosa var. eupatorioides
Juelia lilloana
Phtagmites dioicus
Moorea speciosa
Mostacillastrum pectinifolium
Chenopodium macrospermum subsp. salsum
Eriosyce subgibbosa
Calamagrostis chrysophylla
Blechnum brevifolium subsp. parvulum fma. imbricatum
Limonium guaicuru
Silene gallica
Carex hookeri
Leucocoryne conferta
Oxalis steudeliana
Lathyrus multiceps var. setiger
Senecio multibracteatus
Senecio yegua var. yegua
Patagonium horridum
Blechnum cordatum
Uncinia macrophylla
Antennaria chilensis var. magellanica
Calystegia sepium subsp. sepium
Oenothera odorata var. virescens
Carex chillanensis
Lobelia mucronata
Epilobium denticulatum
Corynabutilon viride
Stipa collina
Aristida spegazzinii
Oxalis falconiana
Eriosyce marksiana
Selinum acaule
Polystichum mohrioides var. elegans
Oncostylus lechlerianus
Acacia farnesiana fma. cavenia
Senecio hypsophilus
Cristaria glomerulata
Nastanthus laciniatus
Centaurea  monocephala
Clarionea multicapitata
Acaena petiolulata
Azorella patagonica var. compacta
Chabraea nutans
Peperomia margaritifera
Acetosella haenkeana
Rostkovia clandestina
Malesherbia auristipulata
Viola toroensis
Mulinum crassifolium
Homoianthus germaini
Sisyrinchium adenostemon
Oenothera chamissonis
Atriplex hystrix
Kleinia porophyllum
Exacum chilense
Schinus polygamus var. chilensis
Strongyloma axillare
Leuceria modesta
Nolana sessiliflora
Blepharocalyx cruckshanksii
Amaryllis flammea
Junellia tridactyla
Malesherbia cuneata
Calamagrostis setiflora
Echinopsis coquimbana
Chascolytrum koelerioides
Nolana sedifolia
Ranunculus hydrophilus
Chaetanthera linifolia var. albiflora
Gnaphalium agreste
Ammannia latifolia
Loasa ochagaviae
Senecio darwinii
Tacsonia pinnatistipula
Myosotis procumbens
Dipterygia philippiana
Cistanthe cymosa
Eriosyce krausii
Clinopodium gilliesii
Oenothera concinna
Codonorchis skottsbergii
Eleocharis uniflora
Mecodium caudiculatum fma. productum
Vicia solisii
Balantium berteroanum
Escallonia resinosa
Nastanthus agglomeratus var. breviflorus
Austrocedrus chilensis
Tylloma pusillum
Clarkia tenella subsp. ambigua
Cyperus pumilio
Pyrrhocactus trapichensis
Erigeron myosotis
Collomia soehrensi
Lophozonia macrocarpa
Senecio darwinii var. eradiatus
Atriplex densifolia
Phaca laxiflora
Phacelia pinnata
Rumex chiloensis
Atriplex deserticola
Carex microglochin
Draba chillanensis
Littorella australis
Urbania egañioides
Vasconcellea chilensis
Phalaridanta robinsoniana
Oxytheca dendroidea subsp. chilensis
Urtica gracilis subsp. mollis
Gilia glutinosa
Juncus austerus
Palaua bipinnatifida
Acetosella bustillosii
Senecio glaber var. pratensis
Chaetanthera peruviana
Chabraea canescens
Pyrrhocactus horridus var. mutabilis
Chevreulia lanceolata
Tissa fasciculata
Tricondylus chilensis
Oxalis enneaphylla var. patagonica
Eleocharis fuscosanguinea
Notopappus andinus
Plantago berteroi
Cocos chilensis
Patagonium argyrophyllum
Fuchsia magellanica var. macrostema
Jarava psylantha
Solanum infundibuliforme var. albiflorum
Trechonaetes laciniata
Kageneckia ovata
Polypogon microstachys
Sisyrinchium eleutherostemon
Junellia digitata var. integerrima
Astragalus cryptobotrys
Isoetes araucaniana
Centaurea  chilensis var. chilensis
Senecio littoralis
Patagonium stipulaceum
Convolvulus dissectus
Agrostis brachyathera
Heliophytum stenophyllum var. myosotifolium
Cephalophora urmenatae
Neoporteria coimasensis
Rhodophiala pratensis
Chloraea disoides
Epilobium andicolum
Menonvillea media
Vicia sativa subsp. sativa
Carex anwandteri
Schinus areira
Oxalis bustillosii var. biflora
Oenothera berteriana
Carex odontolepis
Festuca robusta var. scabriuscula
Linum macraei var. macraei
Chevreulia lycopodioides
Cardamine vulgaris var. oligozyga
Horridocactus eriosyzoides
Senecio botijae
Eriosyce curvispina var. robusta
Pyrrhocactus setosiflorus var. intermedius
Carex decidua
Calycera  sessiliflora
Davallia berteroana
Nasturtium hilarianum
Ochetophila trinervis
Hypochaeris laciniata
Mirabilis trollii
Megalachne berteroniana
Baccharis huydobriana
Mimulus parviflorus var. bridgesii
Patagonium glomerulum
Opuntia spiniflora
Cryptantha floribunda
Senecio rahmeri
Baccharis poeppigiana subsp. ocellata
Tillandsia usneoides var. ferruginea
Camissonia flava
Diplopappus donianus
Nardophyllum scoparium
Deschampsia andicola
Festuca erecta
Lucilia alpina
Alstroemeria nubigena
Junellia selaginoides var. selaginoides
Aster vahlii var. latifolius
Atriplex tatarica
Nitrophila atacamensis
Phaca brachyptera
Patagonium prostratum
Schoenoplectus cernuus
Setaria sphacelata
Haplopappus hirsutus
Rhodolirium chilense
Blechnum brevifolium var. brevifolium fma. nervosum
Phaca clandestina
Agrostis magellanica var. antarctica
Calycera  sympaganthera
Chaetanthera glandulosa var. gracilis
Perezia perfoliata
Cristaria integerrima
Carex incompta
Draba leyboldii
Stipa vaginata
Calandrinia picta var. frigida
Senecio digitatus
Astragalus brachypterus
Eleocharis vincentina
Colobanthus lechleri
Senecio francisci
Patagonium parvifolium
Calceolaria luxurians
Phaca chrysantha
Phycella amoena
Malvastrum auricomum
Heliotropium stenophyllum var. myosotifolium
Leucheria nutans
Aspidium plicatum var. laxum
Aspidogenia coquimbensis
Bolax bovei
Alophia lahue
Solanum pissisi
Tecophilaea cyanocrocus
Puya gaudichaudii
Alstroemeria ligtu var. andina
Solanum flexuosum
Scutellaria rojasii
Chorizanthe deserticola
Crinodendron patagua
Stellaria alsine
Stachys albicaulis
Chorizanthe chilensis
Escallonia pulverulenta var. glabra
Leucheria lepida
Solenomelus frigidus
Neoporteria microsperma var. graciana
Erysimum cheiri
Adesmia parvula
Achyrophorus grandidentatus
Ranunculus exiguus
Calamagrostis hirthii
Viola odorata
Pinus araucana
Plantago stuckertii
Piptochaetium cuspidatum
Rhodolirium fulgens
Polyachyrus roseus
Cyperus rigens
Gavilea longibracteata
Cinnagrostis velutina var. nardifolia
Solanum tuberosum var. fernandezianum
Nothites baccharidea
Podocarpus valdiviana
Cryptocarya nitida
Alchemilla pinnata
Triachne pygmaea
Lepidium filisegmentum
Grammitis magellanica
Copiapoa bridgesii
Calceolaria williamsii
Zuccagnia eremophila
Lithospermum calycinum
Viola capillaris var. araucana
Quinchamalium rugosum
Ruppia maritima var. rostrata
Oenothera polymorpha var. magellanica
Azara lilen
Galium araucanum
Tribeles philippii
Stipa breviculmis
Eriosyce limariensis
Oreophila apargioides
Hexaptera virens
Senecio promaucanus
Adiantum pilosum
Hybanthus parviflorus var. typicus
Carex flava subsp. brevirostrata
Apium chilense
Vittaria costata
Calamagrostis laxiflora
Haplopappus integerrimus var. punctatus
Romulea rosea
Homoianthus donianus
Laurelia philippiana
Lycopersicon chilense
Eritrichium flavicans
Sisymbrium andinum var. latifolium
Plectritis congesta
Ourisia pygmaea
Baccharis bezanilleana var. solisii
Menonvillea pinnatifida
Solanum juncalense
Vicia apiculata var. parvifolia
Decostea racemosa
Obione pusilla
Oenothera propinqua
Galium masafueranum
Myrceugenia montana
Carex setifolia var. berteroana
Mimulus luteus var. micranthus
Hippeastrum purpuratum
Baccharis marginalis var. longipes
Lomaria pubescens
Agrostis fuegiana
Calandrinia bandurriae
Apium nodiflorum
Sisymbrium pectinatum
Taraxacum coronopifolium
Sagina apetala var. apetala
Plantago foncki
Melica magellanica
Eugenia myrtomimeta
Stipa leiocarpa
Phaiophleps biflora
Arjona tuberosa var. patagonica
Maihueniopsis darwinii
Neoporteria laniceps
Ligusticum pimpinellifolium
Myrica pavonis
Isolepis modesta
Bargemontia deserticola
Thelypteris argentina
Paronychia ramosissima
Malesherbia breviflora
Holostigma argutum
Trisetum floribundum
Cardionema ramosissimum
Cotula acaenoides
Solanum coquimbense
Melandrium patagonicum
Onoseris lanata
Festuca flabellata
Sida borussica
Chaetanthera taltalensis
Ephedra rupestris
Mutisia ilicifolia var. decandolleana
Trichocereus chiloensis var. australis
Tricuspidaria hexapetala
Senecio leuciscus
Distichia andina
Malva reichei
Abutilon ochsenii var. stellaris
Cardamine alsophila var. hispidula
Junellia crithmifolia
Chloraea verrucosa
Araeoandra tenuicaulis
Cristaria divaricata var. hirsuta
Valeriana carnosa
Cheilanthes sinuata
Sagina chilensis
Verbena selaginoides var. illapelina
Opuntia ignescens
Euphorbia klotzschii
Adesmia lotoides var. vaginata
Patagonium hirsutum
Mutisia gracilis
Poa alopecurus subsp. fuegiana
Oldenlandia salzmannii
Perezia delicata
Vicia linearifolia
Glyceria tenuifolia
Eriosyce paucicostata subsp. paucicostata
Blechnum bibreae
Strumaria chilensis
Potamogeton aschersonii
Aira aciphylla var. pumila
Nassauvia aculeata var. azorelloides
Juncus microcephalus var. virens
Tropaeolum leptophyllum subsp. gracile
Nassauvia abbreviata var. subspinosa
Puya alpestris subsp. zoellneri
Lobelia polyphylla var. bracteosa
Quinchamalium excrescens
Synammia triloba
Viola tricolor
Carex pumila
Megalachne robinsoniana
Eritrichium albiflorus
Lathyrus debilis var. berteroanum
Valeriana lyrata
Solanum herba-bona
Navarretia involucrata
Gentiana minima
Senecio adenotrichius
Chabraea pulchella
Senecio maulinus
Valeriana foliosa
Lampayo hieronymi
Argylia adscendens var. viridis
Aira magellanica
Geum andicola
Phacelia sinuata
Scirpus boliviensis
Uncinia brevicaulis fma. montana
Pernettya furiens
Rhodostachys micrantha
Chaetanthera araucana
Arundo quila
Sisymbrium glaciale
Baccharis rigida
Vachellia caven var. dehiscens
Taraxacum laevigatum var. magellanicum
Plantago coronopus
Verbena rigida
Loasa heterophylla
Triglochin striata var. filifolia
Senecio dryophyllus
Calandrinia poeppigiana
Neoporteria curvispina var. aconcaguensis
Helianthus revolutus
Tillaeae erecta
Plantago monanthos var. muscoides
Tephrocactus camachoi
Seriola taraxacoides
Scandix pecten-veneris
Sticherus litoralis
Solanum etuberosum
Valeriana crassicaulis
Solanum bridgesii var. ocellatum
Hypochaeris clarionoides var. microphylla
Androsace salasii
Lomatia obliqua
Gnaphalium viravira
Chuquiraga oppositifolia
Levisticum officinale
Chorizanthe macraei var. humilis
Astragalus hohenacheri
Calceolaria viscosissima
Paposoa laeta
Cestrum parqui var. poepigii
Fuchsia araucana
Megalastrum inaequalifolium var. glabrius
Oxalis cataractae
Lepidium pseudodidymum
Azorella prolifera
Nototriche ovata
Piptochaetium laevissimum
Azorella philippi
Senecio patagonicus var. andersonii
Berberis philippii
Paspalum chilense
Verbena lavandulifolia
Achras lucuma
Stipa manicata
Calamagrostis filifolia
Solanum sarrachoides
Miltinea maulensis
Gilliesia curacavina
Sphaeralcea circinata
Patagonium decumbens
Sonchus oleraceus
Ranunculus alboffii
Lathyrus magellanicus var. araucanus
Lycium horridum
Senecio brunonianus
Nicotiana oulophylla
Mimulus luteus var. variegatus
Arabis tarapacana
Chloraea cylindrostachya
Cardamine pusilla
Leuceria fuegina
Galium tricornutum
Calandrinia acaulis
Patagonium mucronatum
Lycium chilense var. filifolium
Eragrostis kuschelii
Spergularia villosa
Fagonia chilensis var. aspera
Amaranthus affinis
Dendroseris macrophylla var. marginata
Nolana elegans
Lycium chilense var. chilense
Lepidium draba
Veronica elliptica
Miersia tenuiseta fma. castanea
Ranunculus repens
Myosurus aristatus var. brachypoda
Piptochaetium collinum
Cynoctonum myrtifolium
Calandrinia cephalophora
Lucilia subspicata
Distichlis misera
Phrygilanthus sternbergianus
Patagonium kingii
Molina sagittalis
Eritrichium virens
Carex boelckeiana
Agoseris australis
Chaetanthera planiseta
Neuontobotrys elloanensis
Conium maculatum
Pilea chilensis
Copiapoa gigantea
Luma exsucca
Avena strigosa
Stellaria cuspidata var. sessilifolia
Senecio cumingii
Senecio chionophilus
Misodendrum brachystachium
Oriastrum stuebelii
Carex acutata var. multispicata
Brizopyrum uninervium
Neoporteria coimasensis fma. crassispina
Polygonum bowenkampii
Vestia lycioides
Senecio salsus
Hydrocotyle rahmeri
Oxalis antucensis
Senecio psammophilus
Erigeron bonariensis var. angustifolius
Hydrophyllum magellanicum
Gilliesia dimera
Poa juncifolia
Malvastrum rugosum
Asplenium trilobum
Viguiera gayana
Pitcairnia violacea
Pyrrhocactus coliguayensis
Astephanus hieronymi
Gyrostachys unilateralis
Tecomaria fulvum
Perdicium laevigatum
Trophaeum beuthii
Eremocharis flexuosa
Oxalis darapskyi
Berberis actinacantha var. horrida
Trifolium indecorum
Molina venosa
Solanum albiflorum
Errazurizia glandulifera
Asteriscium flexuosum
Cymbidium virescens
Libertia tricocca
Alstroemeria dulcis
Gavilea leucantha
Tupa hyssopifolia
Synamia feuillei var. ibañezii
Cristaria integerrima var. lobulata
Draba intricatissima
Sida clandestina
Olsynium philippii subsp. illapelinum
Oxalis micrantha var. major
Sticherus cryptocarpus
Senecio patagonicus var. patagonicus
Chloraea volucris
Lobelia axilliflora
Anthoxanthum odoratum
Chloraea chrysantha
Poa rigidifolia var. ibarii
Bargemontia aplocaryoides
Viola nassauvioides
Melica berteroana var. exaltata
Stipa yatesensis
Pilea elliptica
Uncinia macloviana
Draba gilliesii var. stolonifera
Calceolaria aberrans
Haplopappus taeda
Nassella landbeckii
Lippia canescens
Haplopappus arbutoides var. glabratus
Nymphaea alba
Vachellia caven
Quintanilla &
Noticastrum glandulosum
Uncinia andina
Agrostis delfini
Gentiana ottonis var. hexamera
Maytenus andina
Cyperus acutangulus
Cheilanthes fasciculata
Gamochaeta stachydifolia
Puya coerulea var. intermedia
Chabraea cinerea
Uniola scoparia
Skottsbergiella fernandezia
Gaultheria insana
Clomena peruviana
Leontochir ovallei var. ovallei
Hypochaeris laciniosa
Patagonium polyphyllum
Pernettya elegans
Hybanthus parviflorus fma. microphyllus
Agrostis asperigluma
Senecio larrañagae
Gentiana podocarpa
Pyrrhocactus kunzei
Cremolobus pinnatifidus
Rosmarinus chilensis
Chuquiraga spinosa
Gamochaeta neuquensis
Cruckshanksia tripartita
Valeriana montteana
Lobelia polyphylla fma. linearifolia
Ranunculus uniflorus
Maihueniopsis tarapacana
Bouteloua tenuis
Lobelia gigantea
Caltha sagittata
Acaena trifida var. quinquefida
Elymus antarcticus var. fulvescens
Dichromena atrosanguinea
Mutisia truncata
Austroblechnum asperum
Malesherbia obtusa var. johnstonii
Allosorus andromedaefolius
Conyza foliosa
Senecio pearcei
Drymaria engleriana
Cardamine tuberosa subsp. cognata
Pernettya leucocarpa var. buxifolia
Senecio cerberoanus var. lanatus
Cumulopuntia dactylifera
Astragalus tarapacanus
Rostkovia gracilis
Copiapoa rupestris
Polypodium feuillei var. minor
Rapuntium bracteosum
Carex riparia var. chilensis
Juncodes alopecurus
Nolana jaffuelii
Eremocharis confinis
Cristaria glabrata
Neoporteria vallenarensis var. transitensis
Senecio williamsii
Chauvinia chilensis
Palaua inconspicua
Agrostis tenuifolia var. fretensis
Proustia ilicifolia fma. ilicifolia
Nama undulatum var. australe
Amsinckia tessellata
Asarca cardioglossa
Azorella mesetae
Desfontainia spinosa var. hookeri
Calceolaria abscondita
Verbena ribifolia var. foetida
Azolla filiculoides
Trichocereus atacamensis
Nassauvia patula
Verbena scoparia var. aphylla
Pasithea caerulea
Schkuhria abrotanoides var. pomasquiensis
Pteris tenera
Carex pungens
Viola granulosa
Solanum furcatum var. obtusedentatum
Calandrinia bochersii
Patagonium palenae
Agrostis exasperata
Mutisia latifolia
Talguenea quinquenervia
Diplachne rigescens
Placseptalia rebecae
Calceolaria robusta
Plantago durvillei var. hygrophila
Verbena tridens
Triptilion euphrasioides
Gleichenia litoralis
Solanum looseri
Cheilanthes andina
Heliotropium stenophyllum var. rosmarinifolium
Trophaeum hookerianum
Nicoraepoa subenervis subsp. spegazziniana
Patagonium humile
Psila boliviensis
Perityle emoryi
Myrceugenia camphorata
Triglochin volckmanni
Cuscuta epithymum
Tropaeolum sessilifolium
Araucaria dombeyi
Trisetum brachyatherum
Epilobium concinnum
Asplenium consimile
Scirpus nevadensis
Copiapoa cinerea
Miersia myodes
Polypodium fuentesii
Phalaris caroliniana
Caesalpinia viscosa
Festuca trachylepis
Viola maculata var. maculata
Astragalus oblongifolius
Scirpus melanocaulos
Hypericum caespitosum
Calceolaria araucana
Eryngium arvense
Kleinia ruderalis
Stachys eremicola
Adesmia furcata
Haplodiscus polycladus
Dolia leptophylla
Plantago gigantea
Tropaeolum incrassatum
Pernettya hookeri
Windmannia trichosperma
Solanum palustre var. glabrescens
Hexaptera cuneata var. violacea
